index:ID,xingwei,:LABEL
300070,微凉、苦，辛。,xingwei
300071,辛；微苦；平,xingwei
300072,酸；温,xingwei
300073,苦；平,xingwei
300074,味酸；微辛；性平,xingwei
300075,微苦，平。,xingwei
300076,"《四川中药志》：""性平，味酸微辛，无毒。""",xingwei
300077,甘，平。,xingwei
300078,性寒，味苦、涩。,xingwei
300079,辛；苦；性温,xingwei
300080,味甘；苦；性平,xingwei
300081,"《云南中草药》：""甘辛，温。""",xingwei
300082,味苦；微甘；性温,xingwei
300083,甘、微苦，平。,xingwei
300084,辛；微苦；性微温,xingwei
300085,微甘、辛，平。,xingwei
300086,性平，味辛，无毒。,xingwei
300087,辛；微苦；性平,xingwei
300088,辛；温,xingwei
300089,味辛；性平,xingwei
300090,微苦，平。,xingwei
300091,味辛；性微温,xingwei
300092,味微甘；性平,xingwei
300093,苦辛，平。,xingwei
300094,辛；平,xingwei
300095,苦、辛、凉。有小毒。,xingwei
300096,苦；寒,xingwei
300097,涩；平,xingwei
300098,苦辛，寒。,xingwei
300099,甘；辛；寒,xingwei
300100,辛；涩；温,xingwei
300101,味苦，性寒,xingwei
300102,苦；辛；温,xingwei
300103,苦，温。,xingwei
300104,苦，温。,xingwei
300105,味辛；苦；性微温,xingwei
300106,性微温，味微涩。,xingwei
300107,辛，温。,xingwei
300108,味甘；微苦；性温,xingwei
300109,辛；温,xingwei
300110,苦；辛；寒,xingwei
300111,辛；微苦；凉,xingwei
300112,淡；微甘；性凉,xingwei
300113,苦；性寒；,xingwei
300114,甘；凉,xingwei
300115,苦；辛；凉,xingwei
300116,微苦；甘；平,xingwei
300117,苦；寒；有小毒,xingwei
300118,微苦；淡；性平,xingwei
300119,"《陕西中草药》：""酸涩微辛，平。""",xingwei
300120,苦；辛；性寒,xingwei
300121,"《陕西中草药》：""味甘苦，性寒，有小毒。""",xingwei
300122,味苦；性微寒,xingwei
300123,味甘；性凉,xingwei
300124,味苦；性微寒,xingwei
300125,"姚可成《食物本草》：""苦者：气寒，有毒。甜者：无毒。""",xingwei
300126,苦；涩；凉,xingwei
300127,苦、涩，寒。有小毒。,xingwei
300128,味苦；性凉,xingwei
300129,苦；寒,xingwei
300130,甘，平。,xingwei
300131,味酸；甘；微苦；性凉,xingwei
300132,味苦；辛；性凉,xingwei
300133,味辛；性平,xingwei
300134,味苦；涩；性凉；小毒,xingwei
300135,"《南宁市药物志》：""苦，寒。""",xingwei
300136,苦、微辛，凉。,xingwei
300137,苦辛，温。,xingwei
300138,甘、平。,xingwei
300139,味辛；淡；性平,xingwei
300140,味淡；微苦；性平,xingwei
300141,淡；平,xingwei
300142,味辛；苦；性平,xingwei
300143,苦；寒,xingwei
300144,味微苦；性凉,xingwei
300145,苦，寒。,xingwei
300146,"广州部队《常用中草药手册》：""辛，温。""",xingwei
300147,苦；平,xingwei
300148,苦；性寒,xingwei
300149,辛微苦，温。,xingwei
300150,酸、涩，凉。,xingwei
300151,味苦；辛；性温,xingwei
300152,味苦；微辛；性温,xingwei
300153,甘、淡，平。,xingwei
300154,甘苦，平。,xingwei
300155,味甘；苦；性平,xingwei
300156,甘；苦；平,xingwei
300157,甘辛微苦，凉。,xingwei
300158,甘；淡；平,xingwei
300159,味辛；微酸；性平,xingwei
300160,苦平；微涩,xingwei
300161,"《四川中药志》：""性温，味苦涩，无毒。""",xingwei
300162,"①《南宁市药物志》：""甘微辛，平，无毒。""",xingwei
300163,味苦；性平,xingwei
300164,性温，味甘。,xingwei
300165,微苦；甘；平,xingwei
300166,味苦；微辛；性平,xingwei
300167,苦，寒，有毒。,xingwei
300168,甘，温。有毒。,xingwei
300169,苦；辛；微温；小毒,xingwei
300170,甘，平。,xingwei
300171,辛；温；有毒,xingwei
300172,辛，温，有毒。,xingwei
300173,味苦；性凉,xingwei
300174,苦；涩；凉,xingwei
300175,苦;性寒,xingwei
300176,苦；微甘；性微寒,xingwei
300177,味酸涩，无毒。（福建）,xingwei
300178,甘；苦；平,xingwei
300179,辛、苦、涩，温。,xingwei
300180,微苦，凉。,xingwei
300181,辛、微苦，平。,xingwei
300182,苦、酸，温。,xingwei
300183,甘，平。,xingwei
300184,味辛；苦；性平,xingwei
300185,苦，寒，无毒。,xingwei
300186,味苦；性凉,xingwei
300187,味辛；性温,xingwei
300188,苦、辛；凉,xingwei
300189,涩；甘；微寒,xingwei
300190,味甘；苦；性平,xingwei
300191,性寒，味咸，有毒。,xingwei
300192,味苦；性寒,xingwei
300193,味辛；苦；性微温,xingwei
300194,辛；苦；寒,xingwei
300195,微苦、凉。,xingwei
300196,味淡；性平,xingwei
300197,"《纲目》：""甘，温，无毒。""",xingwei
300198,辛微苦，平。,xingwei
300199,淡;性凉,xingwei
300200,味咸；性微寒,xingwei
300201,苦，寒，有毒。,xingwei
300202,臭；温,xingwei
300203,"《陆川本草》：""咸，微寒。""",xingwei
300204,辛微苦，凉。,xingwei
300205,甘苦，凉。,xingwei
300206,"《湖南药物志》：""苦，平，无毒。""",xingwei
300207,苦；寒；有微毒,xingwei
300208,苦，寒。有小毒。,xingwei
300209,微苦；辛；平,xingwei
300210,味辛；苦；性平,xingwei
300211,苦；性寒,xingwei
300212,苦；寒,xingwei
300213,味酸；涩；微甘；性平,xingwei
300214,苦、辛，温。,xingwei
300215,味辛；性温；有毒,xingwei
300216,苦；辛；温,xingwei
300217,甘酸涩，平。,xingwei
300218,苦、甘，寒。,xingwei
300219,味苦；微辛；性平,xingwei
300220,"《陆川本草》：""苦涩，微寒。""",xingwei
300221,苦；凉,xingwei
300222,酸涩，微寒，有毒。,xingwei
300223,味辛；微苦；性温,xingwei
300224,苦，寒。,xingwei
300225,苦；性寒,xingwei
300226,"《东北常用中草药手册））：""苦，寒。""",xingwei
300227,甘、淡，平。,xingwei
300228,苦，寒。,xingwei
300229,"①《常用中草药彩色图谱》：""根：辛，温；叶：微甘，温。""",xingwei
300230,味辛；苦；性平,xingwei
300231,味甘；微苦；性温,xingwei
300232,甘微辛，寒。,xingwei
300233,辛，温。,xingwei
300234,甘，平。,xingwei
300235,味辛；苦；性温,xingwei
300236,苦、辛，平。,xingwei
300237,苦；寒；无毒,xingwei
300238,甘；辛；微温,xingwei
300239,苦；涩；性凉,xingwei
300240,"《四川中药志》：""性平，味苦涩，无毒。""",xingwei
300241,苦；凉,xingwei
300242,辛；平,xingwei
300243,辛；苦；平,xingwei
300244,"《四川中药志》：""性温，味甘，无毒。""",xingwei
300245,辛；微苦；凉,xingwei
300246,味苦；甘；性凉,xingwei
300247,味苦；涩；性凉,xingwei
300248,味苦；性凉,xingwei
300249,辛，温.,xingwei
300250,辛苦，温，有毒。,xingwei
300251,苦；性寒,xingwei
300252,味辛；性温,xingwei
300253,"南川《常用中草药手册》：""味微甘涩，性温。""",xingwei
300254,性平，味辛。,xingwei
300255,甘、淡，平。,xingwei
300256,"江西《草药手册》：""甘，平。""",xingwei
300257,辛，寒。,xingwei
300258,辛；苦；性温,xingwei
300259,甘，微酸，性子。,xingwei
300260,甘涩，平。,xingwei
300261,味辛；苦；性微温；小毒,xingwei
300262,辛，温。,xingwei
300263,辛；苦；性温,xingwei
300264,苦；寒；无毒,xingwei
300265,味辛；甘；性平,xingwei
300266,酸甘，微温。,xingwei
300267,辛；温,xingwei
300268,甘、微辛，寒。有小毒。,xingwei
300269,根：辛、苦，温。,xingwei
300270,辛，温。,xingwei
300271,温；辛,xingwei
300272,苦，平，有小毒。,xingwei
300273,辛，微温。,xingwei
300274,辛；苦；温,xingwei
300275,甘、淡，平。,xingwei
300276,味微苦；酸；涩；性微温,xingwei
300277,味辛；性凉,xingwei
300278,味甘；辛；性平,xingwei
300279,味辛；性温,xingwei
300280,淡，平。,xingwei
300281,味酸；辛；性寒,xingwei
300282,苦；甘；微寒,xingwei
300283,苦；微寒；有毒,xingwei
300284,微苦；涩；凉,xingwei
300285,性凉，味辛。,xingwei
300286,性凉；味辛,xingwei
300287,性微寒，味甘苦，无毒。,xingwei
300288,辛苦，凉。,xingwei
300289,味辛；微苦；性微湿,xingwei
300290,性凉，味微苦。,xingwei
300291,微辛，平。,xingwei
300292,味苦；性寒,xingwei
300293,微寒；微苦,xingwei
300294,味微辛；苦；性微温,xingwei
300295,辛；性温,xingwei
300296,"《广西民间常用草药》：""微甘辛，平，无毒。",xingwei
300297,苦、涩，凉。,xingwei
300298,淡；平,xingwei
300299,辛；温,xingwei
300300,味辛；性温,xingwei
300301,"《云南中草药选》：""甘，平。""",xingwei
300302,甘；辛；微寒,xingwei
300303,辛；性温,xingwei
300304,味微辛；苦；性微温,xingwei
300305,味辛；性温,xingwei
300306,辛、涩，温。,xingwei
300307,辛，温。,xingwei
300308,味辛；性温；有毒,xingwei
300309,甘微苦；凉,xingwei
300310,辛；甘；平,xingwei
300311,苦；性寒,xingwei
300312,辛；苦；微温,xingwei
300313,苦；涩；凉；有毒,xingwei
300314,辛、苦，平。,xingwei
300315,味苦；辛；性凉,xingwei
300316,甘；微涩；凉,xingwei
300317,味苦；性凉,xingwei
300318,苦；辛；性平,xingwei
300319,味辛；甘；性平,xingwei
300320,树皮：涩微苦，凉；果：甘酸，凉，有小毒。,xingwei
300321,辛；甘；平；无毒,xingwei
300322,味甘；微辛；性平,xingwei
300323,辛；寒,xingwei
300324,根：苦、涩，凉。,xingwei
300325,味辛；性微温,xingwei
300326,苦；辛；平,xingwei
300327,辛甘，温。,xingwei
300328,性平，味甘。,xingwei
300329,微苦；性微温,xingwei
300330,咸，热。,xingwei
300331,苦；辛；性微寒,xingwei
300332,辛；温；苦,xingwei
300333,苦；甘；有小毒,xingwei
300334,苦辛，温。,xingwei
300335,味甘；性平,xingwei
300336,苦；寒,xingwei
300337,苦，寒。有毒。,xingwei
300338,味微苦；性凉,xingwei
300339,性温，味辛涩。,xingwei
300340,辛；性温,xingwei
300341,辛；温,xingwei
300342,苦甘涩，微温。,xingwei
300343,辛；性温；有毒,xingwei
300344,苦，凉。,xingwei
300345,微涩；凉,xingwei
300346,微苦；涩；平,xingwei
300347,辛；平；微苦,xingwei
300348,苦；凉；辛,xingwei
300349,辛；温,xingwei
300350,"《江西民间草药验方》：""性凉，味苦，有小毒。""",xingwei
300351,微苦；寒,xingwei
300352,甘微苦涩，性热，有毒。,xingwei
300353,苦；辛；平,xingwei
300354,苦；性凉；小毒,xingwei
300355,味苦；辛；性平；有毒,xingwei
300356,微苦；性微温,xingwei
300357,酸；微苦；凉；有小毒,xingwei
300358,味微涩；性平,xingwei
300359,苦；寒,xingwei
300360,味甘淡微苦，性平。,xingwei
300361,味甘；微苦；性平,xingwei
300362,味甘；辛；性温,xingwei
300363,辛；微苦；凉；有小毒,xingwei
300364,苦，寒。,xingwei
300365,辛；苦；平,xingwei
300366,"①《本经》：""味辛，温。""",xingwei
300367,辛；甘；温,xingwei
300368,苦辛；平；无毒,xingwei
300369,辛；苦；性温,xingwei
300370,苦；性平,xingwei
300371,甘、辛，温。,xingwei
300372,甘，平。,xingwei
300373,苦；温,xingwei
300374,甘；淡；微寒,xingwei
300375,甘；温,xingwei
300376,苦；温,xingwei
300377,味辛；微甘；性微温,xingwei
300378,酸；涩；凉,xingwei
300379,辛、微苦，温。,xingwei
300380,味辛；甘；性平,xingwei
300381,甘，微温。,xingwei
300382,苦；凉,xingwei
300383,味苦；涩；性微寒,xingwei
300384,性微寒，味苦、甘。,xingwei
300385,辛；微苦；微温,xingwei
300386,果：甘、微涩、凉。,xingwei
300387,苦辛，凉。,xingwei
300388,苦；性平,xingwei
300389,甘辛，温。,xingwei
300390,味辛；微甘；性平,xingwei
300391,淡、微苦、凉,xingwei
300392,苦，微温。,xingwei
300393,味咸；苦；性平,xingwei
300394,味苦；辛；性平,xingwei
300395,味甘；性平,xingwei
300396,苦辛，平。,xingwei
300397,微苦、甘，凉。,xingwei
300398,苦、微涩，凉。,xingwei
300399,味微苦；性平,xingwei
300400,苦；辛；微寒,xingwei
300401,淡；平,xingwei
300402,苦、甘、寒。,xingwei
300403,"《云南思茅中草药选》：""苦辛，平。""",xingwei
300404,味苦；辛；性凉,xingwei
300405,味苦；性寒,xingwei
300406,味苦；性寒,xingwei
300407,辛微苦，凉。,xingwei
300408,味咸；性温,xingwei
300409,苦，寒。,xingwei
300410,甘苦辛，凉。,xingwei
300411,酸，微温。,xingwei
300412,辛、味苦，温。,xingwei
300413,苦、辛，温。有毒。,xingwei
300414,苦，平。,xingwei
300415,根：苦、涩，平；叶：苦，凉。,xingwei
300416,甘辛，温。,xingwei
300417,苦、辛，温。有大毒。,xingwei
300418,甘，寒。,xingwei
300419,微甘；性温,xingwei
300420,甘，平。,xingwei
300421,甘、微苦，凉。,xingwei
300422,"《救荒本草》：""味微苦。""",xingwei
300423,甘、辛，凉。有大毒。,xingwei
300424,"《云南中草药》：""淡，平。""",xingwei
300425,味甘；性平,xingwei
300426,"①《纲目》:""甘，温，无毒。""",xingwei
300427,淡；性凉,xingwei
300428,甘；性温,xingwei
300429,苦辛，温。,xingwei
300430,苦辛，温。,xingwei
300431,淡、涩，凉。,xingwei
300432,味淡；涩；凉,xingwei
300433,苦；凉；有小毒,xingwei
300434,"《本草拾遗》：""有小毒。""",xingwei
300435,味苦；辛；性平,xingwei
300436,甘，平。,xingwei
300437,甘；平,xingwei
300438,辛；甘；性平,xingwei
300439,"厦门《新疗法与中草药选编》：""辛微甘，平。""",xingwei
300440,苦；微辛；凉,xingwei
300441,淡；性平,xingwei
300442,甘，平。,xingwei
300443,甘苦；寒；无毒,xingwei
300444,甘，寒，有毒。,xingwei
300445,甘；平,xingwei
300446,苦；辛；性微寒,xingwei
300447,味苦；性微温,xingwei
300448,甘；平；无毒,xingwei
300449,苦；性平,xingwei
300450,甘咸，平。,xingwei
300451,味甘；咸；性凉,xingwei
300452,"《云南中草药选》：""淡微苦，平。""",xingwei
300453,味辛；苦；温；有毒,xingwei
300454,辛；微温,xingwei
300455,味甘；性平,xingwei
300456,味甘；淡；性平,xingwei
300457,味微苦；辛；性凉,xingwei
300458,"①《昆明药植调查报告》：""温，涩。""",xingwei
300459,辛咸，寒。,xingwei
300460,味苦；性平,xingwei
300461,甘、苦，平。有毒。,xingwei
300462,味微苦；甘；性凉,xingwei
300463,苦涩；凉；无毒,xingwei
300464,苦；涩；性温,xingwei
300465,辛；性温,xingwei
300466,甘、酸，凉。,xingwei
300467,味苦；涩；性寒；有毒,xingwei
300468,辛；苦；热；有毒,xingwei
300469,辛；苦；凉,xingwei
300470,微甘；平,xingwei
300471,苦，平。,xingwei
300472,辛；甘；平,xingwei
300473,甘，温。,xingwei
300474,苦；性凉,xingwei
300475,辛；性温,xingwei
300476,辛；苦；凉,xingwei
300477,味辛；甘；性温,xingwei
300478,甘;微苦;性平,xingwei
300479,苦、辛，温。有小毒。,xingwei
300480,苦、涩、凉,xingwei
300481,甘，温。,xingwei
300482,苦、微甘，凉。,xingwei
300483,微苦，凉。,xingwei
300484,辛，寒。,xingwei
300485,辛；性温,xingwei
300486,苦；酸；微温,xingwei
300487,味辛；苦；性热；有毒,xingwei
300488,甘；温,xingwei
300489,味辛；苦；性温；小毒,xingwei
300490,味涩；性平,xingwei
300491,涩微苦，凉。,xingwei
300492,苦，寒。,xingwei
300493,味微苦；涩；性微温,xingwei
300494,味苦；性微寒,xingwei
300495,咸；平,xingwei
300496,苦，寒。,xingwei
300497,甘淡，平。,xingwei
300498,甘；性凉,xingwei
300499,苦；酸；微温,xingwei
300500,辛，大热。有大毒。,xingwei
300501,味甘；微辛；性平,xingwei
300502,"《陕西中草药》：""味甘，性温。""",xingwei
300503,味辛；苦；性温,xingwei
300504,味辛；性平,xingwei
300505,苦辛，平。,xingwei
300506,辛，温，有毒。,xingwei
300507,淡，平。,xingwei
300508,味甘；性平,xingwei
300509,"《福建民间草药》：""甘，温，无毒。""",xingwei
300510,味甘；性寒,xingwei
300511,味甘；性平,xingwei
300512,味甘；淡；性微寒,xingwei
300513,甘；微苦；平,xingwei
300514,甘微苦；平,xingwei
300515,味苦；辛；性平,xingwei
300516,辛；酸；性平,xingwei
300517,味苦；性凉,xingwei
300518,味微甘；性平,xingwei
300519,辛，温。,xingwei
300520,辛；温,xingwei
300521,辛；凉,xingwei
300522,苦，平。,xingwei
300523,味辛；苦；性凉,xingwei
300524,味辛；性温；大毒,xingwei
300525,酸，凉。,xingwei
300526,苦、辛，平。,xingwei
300527,味辛；微苦；性温,xingwei
300528,味辛；苦；性凉,xingwei
300529,味咸；性寒,xingwei
300530,甘、微苦，平。,xingwei
300531,"①《东北常用中草药手册》：""甘苦，温。""",xingwei
300532,"《云南中草药选》：""辛，平。""",xingwei
300533,凉，涩微苦。,xingwei
300534,苦，寒。,xingwei
300535,味苦；辛；性平,xingwei
300536,甘；淡；凉,xingwei
300537,微甘、淡，平。,xingwei
300538,苦；性寒,xingwei
300539,辛、苦，平。,xingwei
300540,苦；寒,xingwei
300541,辛；甘；温,xingwei
300542,味辛；甘；性平,xingwei
300543,味咸；性平,xingwei
300544,"《四川中药志》：""辛咸，温，无毒。""",xingwei
300545,"《昆明民间常用草药》：""苦，寒。""",xingwei
300546,味甘；性平,xingwei
300547,味苦；性寒,xingwei
300548,味微苦；辛；性平,xingwei
300549,"《西藏常用中草药》：""酸甘，温。""",xingwei
300550,甘，平。,xingwei
300551,甘；平,xingwei
300552,苦，凉。,xingwei
300553,淡，平。,xingwei
300554,味苦；辛；性寒,xingwei
300555,"①《分类草药性》：""性热。""",xingwei
300556,"《广西实用中草药新选》：""苦，寒，有小毒。""",xingwei
300557,苦，寒。,xingwei
300558,味甘；淡；性平,xingwei
300559,味辛；酸；性凉,xingwei
300560,性温，味辛。,xingwei
300561,味苦；辛；性凉,xingwei
300562,苦；涩；性平,xingwei
300563,辛，凉。,xingwei
300564,苦，微寒。,xingwei
300565,种仁：甘，温。,xingwei
300566,性温，味甘。,xingwei
300567,苦、涩，平。有毒。,xingwei
300568,味甘；辛；微苦；性凉,xingwei
300569,辛；微苦；性平；有毒,xingwei
300570,苦；性平,xingwei
300571,涩，平。,xingwei
300572,淡；温,xingwei
300573,苦；辛；性微寒,xingwei
300574,涩；平,xingwei
300575,辛，寒。,xingwei
300576,味苦；性平,xingwei
300577,味苦；性平,xingwei
300578,淡微苦，性平。,xingwei
300579,味苦；性平,xingwei
300580,苦，寒。,xingwei
300581,甘；苦；性平,xingwei
300582,苦；甘；性平,xingwei
300583,"广州部队《常用中草药手册》：""微苦，平。""",xingwei
300584,苦；涩；性平,xingwei
300585,性寒，味苦。,xingwei
300586,味微苦；涩；性凉,xingwei
300587,苦，凉。,xingwei
300588,蚌肉：甘、咸，寒。,xingwei
300589,味甘；性温；有毒,xingwei
300590,苦，平。,xingwei
300591,"《云南中草药》：""甘，温。""",xingwei
300592,苦；性寒,xingwei
300593,甘；苦；凉；无毒,xingwei
300594,味辛；微苦；性寒,xingwei
300595,苦；甘；凉,xingwei
300596,味甘；微涩；性平,xingwei
300597,苦；寒,xingwei
300598,微苦、涩，凉。,xingwei
300599,辛；寒,xingwei
300600,味甘；咸；性平,xingwei
300601,辛，温。,xingwei
300602,甘辛，平。,xingwei
300603,辛；苦；性凉,xingwei
300604,苦；涩；平,xingwei
300605,苦；甘；平,xingwei
300606,"《四川中药志》：""性平，味甘，无毒。""",xingwei
300607,甘，平。,xingwei
300608,辛；温,xingwei
300609,辛，平。,xingwei
300610,味辛；微苦；性寒,xingwei
300611,味辛；性微温,xingwei
300612,味辛；性温,xingwei
300613,味甘；苦；性温,xingwei
300614,苦、涩、性平,xingwei
300615,味甘；微苦；性平,xingwei
300616,辛微苦，温。,xingwei
300617,味辛；苦；性凉,xingwei
300618,味辛；苦；性平,xingwei
300619,味涩；微酸；性温,xingwei
300620,辛苦，平。,xingwei
300621,"《四川中药志》：""性温，味苦，无毒。""",xingwei
300622,味苦；酸。性微寒,xingwei
300623,味辛；微甘；性平,xingwei
300624,味辛；苦；性平,xingwei
300625,苦微涩。凉。,xingwei
300626,甘辛，凉。,xingwei
300627,辛；平,xingwei
300628,苦；凉,xingwei
300629,酸涩，寒。,xingwei
300630,味甘；辛；性温,xingwei
300631,淡；性凉,xingwei
300632,苦、涩，寒。,xingwei
300633,甘，寒。,xingwei
300634,味咸微苦，性凉，无毒。,xingwei
300635,苦；性平,xingwei
300636,苦、辛，凉。,xingwei
300637,苦微酸；平寒,xingwei
300638,辛苦，温。,xingwei
300639,"①江西《中草药学》：""苦涩。""",xingwei
300640,苦；涩；寒,xingwei
300641,苦；辛；性平,xingwei
300642,性温，味甘微辛。,xingwei
300643,苦；辛；凉,xingwei
300644,苦；辛；性温,xingwei
300645,苦；温,xingwei
300646,"《陕西中草药》：""味微苦，性平，有小毒。""",xingwei
300647,"味酸；微涩,性凉",xingwei
300648,"《饮片新参》：""苦，平。""",xingwei
300649,苦辛，寒。,xingwei
300650,"《云南中草药选》：""苦微辛，寒。""",xingwei
300651,味苦；性寒,xingwei
300652,咸，凉。,xingwei
300653,性凉，味苦涩。,xingwei
300654,味苦；淡；微辛；性微寒,xingwei
300655,"《云南中草药》：""涩微苦，寒。""",xingwei
300656,咸；凉；无毒,xingwei
300657,味苦；性凉,xingwei
300658,苦辛，平。,xingwei
300659,苦；辛；温,xingwei
300660,味苦；涩；性温,xingwei
300661,苦；性寒,xingwei
300662,苦；微辛；平,xingwei
300663,苦；凉,xingwei
300664,甘微辛，性温。,xingwei
300665,辛；微苦；温,xingwei
300666,辛；微苦；温,xingwei
300667,甘；微涩；温,xingwei
300668,味甘；苦；性寒；小毒,xingwei
300669,甘，平。,xingwei
300670,辛；凉,xingwei
300671,微苦；凉,xingwei
300672,微苦；辛；性平,xingwei
300673,微辛；性温,xingwei
300674,"《本草拾遗》：""苦，平，无毒。""",xingwei
300675,苦，微温。,xingwei
300676,"《云南中草药选》：""苦辛，温。""",xingwei
300677,味苦；性凉,xingwei
300678,苦、涩，凉。,xingwei
300679,微甘，平。有小毒。,xingwei
300680,苦；微寒,xingwei
300681,味甘；性平,xingwei
300682,涩辛，平，有毒。,xingwei
300683,甘，温、润。,xingwei
300684,苦；酸；涩；凉,xingwei
300685,辛，温。有毒。,xingwei
300686,甘，凉。,xingwei
300687,甘；平,xingwei
300688,凉；苦；辛；有毒,xingwei
300689,味辛；苦；性热；有毒,xingwei
300690,根：辛，温。,xingwei
300691,味苦；性凉,xingwei
300692,辛；性微温,xingwei
300693,辛；性微温,xingwei
300694,甘；苦；性平,xingwei
300695,辛；性微温,xingwei
300696,辛，微温。,xingwei
300697,微辛；寒；微苦；凉,xingwei
300698,苦；辛；微温,xingwei
300699,辛；性微温,xingwei
300700,苦，微甘，凉。,xingwei
300701,"①《四川中药志》：""性凉，味涩，无毒。""",xingwei
300702,辛；性微温,xingwei
300703,辛，温。,xingwei
300704,辛；性微温,xingwei
300705,苦；性平,xingwei
300706,苦；辛；平,xingwei
300707,味苦；辛；性寒,xingwei
300708,辛；性微温,xingwei
300709,苦；性温,xingwei
300710,苦；性凉,xingwei
300711,味辛；性温；小毒,xingwei
300712,辛；性平,xingwei
300713,味咸；性寒,xingwei
300714,苦；微寒,xingwei
300715,味辛；微苦；性凉,xingwei
300716,辛，温。,xingwei
300717,苦；温,xingwei
300718,甘，凉。,xingwei
300719,味甘；微碱；性凉,xingwei
300720,咸，寒。,xingwei
300721,味甘；咸；性平,xingwei
300722,味咸；性平,xingwei
300723,味甘；性平,xingwei
300724,味咸；性寒,xingwei
300725,苦，凉，有小毒。,xingwei
300726,苦辛，平。,xingwei
300727,咸，寒。,xingwei
300728,根：苦、辛，温。,xingwei
300729,味咸；性温,xingwei
300730,甘；性微温,xingwei
300731,甘；温,xingwei
300732,苦；寒,xingwei
300733,苦；辛；凉,xingwei
300734,味咸；性热,xingwei
300735,甘，温.,xingwei
300736,微苦；平,xingwei
300737,甘；性凉,xingwei
300738,辛，温。,xingwei
300739,甘；淡；微寒,xingwei
300740,甘；苦；平；无毒,xingwei
300741,甘；温；无毒,xingwei
300742,甘酸，温。,xingwei
300743,味甘；苦；性温,xingwei
300744,辛；温,xingwei
300745,甘酸，寒。,xingwei
300746,辛；苦；温,xingwei
300747,苦；辛；微涩；性温；,xingwei
300748,"《云南中草药》：""涩，平。""",xingwei
300749,苦；辛；性凉,xingwei
300750,辛；苦；温,xingwei
300751,辛；苦；温,xingwei
300752,辛；苦；甘；温,xingwei
300753,辛苦，温。有毒。,xingwei
300754,苦、涩，寒。,xingwei
300755,苦；微寒,xingwei
300756,辛;性温,xingwei
300757,性温，味辛涩。,xingwei
300758,"《贵州草药》：""味甘辛，性寒。""",xingwei
300759,辛；微湿,xingwei
300760,淡；性凉,xingwei
300761,味微苦；性凉,xingwei
300762,"《广西中药志》：""味苦辛，气香，性凉，无毒。""",xingwei
300763,辛；苦；性微温,xingwei
300764,甘，寒。,xingwei
300765,苦；寒,xingwei
300766,味辛；苦；微甘；性平,xingwei
300767,"《陆川本草》：""苦，寒。（叶，微甘）。""",xingwei
300768,微苦；平,xingwei
300769,苦、涩，凉。,xingwei
300770,性平，味咸微涩。,xingwei
300771,味苦；性凉,xingwei
300772,苦；凉,xingwei
300773,甘、苦、涩，平。,xingwei
