index:ID,yongfa,:LABEL
500097,内服：煎汤，9-15g。外用：适量，鲜品捣敷；或干品研末撒。,yongfa
500098,内服：煎汤，3～6钱；或捣汁坎。外用：外用鲜品适量，捣敷或煎水洗。,yongfa
500099,内服：煎汤，9-15g；鲜品30-90g；或捣汁。外用：适量，煎水洗，或研末调敷，或鲜品捣烂外敷。,yongfa
500100,内服：煎汤，3-9g；或研末酒送服，或浸酒服。外用：适量，研粉敷。,yongfa
500101,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
500102,内服：煎汤，3-9g；或浸酒。,yongfa
500103,1～3钱。,yongfa
500104,内服：煎汤，0.5～1两。外用：捣敷，煎水洗或磨汁涂。,yongfa
500105,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
500106,内服：3-10g；或浸酒饮。,yongfa
500107,外用鲜树皮捣烂敷患处。,yongfa
500108,内服：煎汤，9-15g。外用；适量，捣敷。,yongfa
500109,内服：煎汤5-10g。外用：适量，捣敷。,yongfa
500110,内服：煎汤，9-15g，鲜品30-60g。外用：适量，捣敷；或煎汤洗。,yongfa
500111,内服：煎汤，9-18g，鲜品60-120g；或捣汁。外用：适量，捣敷；或煎水洗。,yongfa
500112,内服：煎汤，9-30g。外用：适量，鲜品捣敷。,yongfa
500113,内服：煎汤，0.5-30g；或泡酒。外用：适量，研末调敷。,yongfa
500114,内服：煎汤，9-18g；或浸酒。,yongfa
500115,内服：煎汤，15-30g，鲜品加倍；或浸酒，或入散剂。外用：适量，捣敷或煎汤熏洗。,yongfa
500116,内服：煎汤，15-24g。,yongfa
500117,内服：煎汤，3-6g；或入丸、散。外用：适量，捣敷；或以醋磨汁涂。,yongfa
500118,内服：煎汤，10-30g。外用：适量，鲜品捣烂敷。,yongfa
500119,内服：煎汤，5～6钱。外用：捣敷。,yongfa
500120,内服：煎汤，9-30g。,yongfa
500121,内服：煎汤，1～2钱；或浸酒。外用：捣敷。,yongfa
500122,内服：煎汤，1-3g；或入散剂。外用：研为细粉，吹喉或搐鼻。,yongfa
500123,内服：煎汤，9-15g，鲜品60-120g；或烧存性为散，每次3-9g。外用：适量，捣汁涂，或捣敷，或研末调敷。,yongfa
500124,内服：煎汤，1～3两；或捣汁，研末。外用：煎水洗、捣敷或研末调敷。,yongfa
500125,内服：煎汤，1～2钱；或炒焦研末。外用：研末调敷。,yongfa
500126,内服：煎汤，9-30g，鲜品可用至60-90g；研末或泡酒。,yongfa
500127,0.2～1两。外用适量，煎水熏洗。,yongfa
500128,内服：煎汤，6-15g。外用：适量，鲜品捣敷；或取茎中白汁涂。,yongfa
500129,内服：煎汤，3-10g。外用：适量，捣敷。,yongfa
500130,内服：煎汤，1.5～3钱；或烧存性研末。外用：煅存性研末调敷。,yongfa
500131,内服：煎汤，9-15g。外用：适量，浸酒擦。,yongfa
500132,内服：煎汤，15-30g，鲜品30-60g。外用：适量，研末调敷，或鲜品捣敷。,yongfa
500133,内服：煎汤，3-10g。外用：适量，捣烂敷；或捣汁涂；或煎汤洗。,yongfa
500134,内服：煎汤，9-15g；或泡酒。外用：适量，研末撒；或捣敷。,yongfa
500135,内服：煎汤，3～5钱。外用：捣敷。,yongfa
500136,0.5～1两；外用适量，鲜品捣烂敷患处。,yongfa
500137,内服：煎汤，3～5钱；或浸酒。外用：捣敷。,yongfa
500138,配方用，用量5钱。,yongfa
500139,内服：煎汤，15-30g。外用：适量，捣敷。,yongfa
500140,内服：煎汤，10-15g。外用：鲜叶适量，捣汁滴眼。,yongfa
500141,内服：煎汤，6-15g。外用：适量，捣敷。,yongfa
500142,内服：煎汤，6-10g。,yongfa
500143,内服：煎汤，6-9g。外用：适量，研末调敷。,yongfa
500144,内服：煎汤，9-15g；或制成膏剂，1.5-3g。外用：适量，制成膏剂涂敷。,yongfa
500145,均为0.5-1两；外用适量。,yongfa
500146,内服：煎汤，1～3钱；或泡酒服。外用：研末调涂或鲜品捣敷。,yongfa
500147,外用：研末调涂。,yongfa
500148,内服：煎汤，10-15g，鲜品30-60g。外用：适量，捣烂或研末调敷。,yongfa
500149,内服：煎汤，9～15g。,yongfa
500150,1～2两。,yongfa
500151,内服：煎汤，9-15g；或浸酒。,yongfa
500152,内服：煎汤，10-15g。外用：适量，鲜品捣敷。,yongfa
500153,0.4～1两。,yongfa
500154,内服：煎汤，0.5～1两；或炖肉服。,yongfa
500155,内服：煎汤，3-9g；或泡茶。,yongfa
500156,内服：煎汤，9-30g；或磨汁；或浸酒。外用：适量，鲜品捣敷。,yongfa
500157,内服：煎汤，0.5～3钱；或入丸、散。外用：研末调敷，煎水含漱或淋洗。,yongfa
500158,内服：9-15g。,yongfa
500159,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
500160,内服：煎汤15-30g,yongfa
500161,内服：煎汤，1～2两；或炖肉服。外用：煎水洗。,yongfa
500162,内服：煎汤，1～3钱；或浸酒。外用：捣敷。,yongfa
500163,内服：煎汤，9-15g。,yongfa
500164,0.5～2两。,yongfa
500165,内服：研末，1-3g。,yongfa
500166,内服：煎汤，10-30g。外用：适量，捣烂敷串处。,yongfa
500167,内服：煎汤，1.5～3钱；或入散剂。外用：捣敷。,yongfa
500168,内服：煎汤，3～5钱；或入丸、散。,yongfa
500169,内服：煎汤，6-10g；或浸酒。外用：适量，捣敷或煎水熏洗。,yongfa
500170,0.5～1两；外用适量，鲜草捣烂敷患处。,yongfa
500171,内服：煎汤，3-10g；或浸酒，外用：适量，捣敷。,yongfa
500172,内服：煎汤，1～3钱；或浸酒。,yongfa
500173,外用：适量，鲜品捣敷。,yongfa
500174,内服：煎汤，15-30g。外用：适量，鲜品捣敷；或水煎洗、涂。,yongfa
500175,内服：煎汤，9～15g。,yongfa
500176,内服：煎汤，3-9g；或泡茶饮。,yongfa
500177,内服：煎汤，3～5钱（鲜者0.5～1两）；或捣汁。外用：捣敷。,yongfa
500178,内服：煎汤，15-30g；外用：适量，鲜品捣敷。,yongfa
500179,3～5钱，外用适量。,yongfa
500180,1～2两；外用适量，鲜品捣烂敷患处。,yongfa
500181,0.5～1两；外用适量，鲜草捣烂敷患处。,yongfa
500182,0.5～1两。,yongfa
500183,内服：煎汤，0.3～1两；或浸酒。外用：酒炒敷。,yongfa
500184,内服：煎汤，9-15g；或浸酒。外用：适量，捣敷。,yongfa
500185,内服：煎汤，3～5钱。外用：研末调敷，捣敷或捣汁涂。,yongfa
500186,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
500187,内服：煎汤，9-30g。外用：适量，研末调敷。,yongfa
500188,内服：煎汤，10-30g。外用：适量，煎水洗；研末搽。,yongfa
500189,内服：煎汤，10-15g；或泡酒。外用：适量，捣敷。,yongfa
500190,内服：煎汤，6-15g。,yongfa
500191,内服：炕干研末。外用：浸蛋内调涂。,yongfa
500192,内服：煎汤，6-15g。外用：适量，捣敷或煎汤洗。,yongfa
500193,内服：煎汤，6-15g。外用：适量，煎汤洗或捣敷。,yongfa
500194,内服：煎汤，6-15g；或磨酒，每次1.5g，每日2-3次。外用：适量，捣敷。,yongfa
500195,3～5钱。,yongfa
500196,内服：研末，3-9g。,yongfa
500197,内服：煎汤，1～3钱；或烧存性研末。,yongfa
500198,内服:煎汤，3～5钱。外用:捣敷。,yongfa
500199,内服：煎汤，15～30g；或捣汁。外用：适量，捣敷。,yongfa
500200,外用：适量，烘干，研粉撒；或敷贴。,yongfa
500201,内服：煎汤，0.8～1.5钱；入散剂或鲜用捣汁。外用：研末吹喉或调敷。,yongfa
500202,内服：蒸食，适量；或焙干研末。,yongfa
500203,外用：烘干研粉撒或捣敷。,yongfa
500204,内服：煎汤，9-15g。,yongfa
500205,内服：煎汤，3～6钱。,yongfa
500206,内服：煎汤，3～5钱。,yongfa
500207,内服：煎汤，3-9g；或捣汁。外用：适量，捣敷；或煎汤洗。,yongfa
500208,1～3钱；外用适量，鲜叶捣烂敷患处，或煎水外洗。,yongfa
500209,内服：煎汤，3-9g；外用：适量，捣敷。,yongfa
500210,内服：煎汤，9-15g；或研末，每次6-9g，每日2次。外用：适量，捣敷。,yongfa
500211,内服：煎汤，6-15g.外用：适量，煎水洗。,yongfa
500212,内服：煎汤，6-15g。外用：适量，鲜品捣敷患处。,yongfa
500213,内服：煎汤，9-15g；或研末。,yongfa
500214,3～5钱；外用鲜品捣烂敷患处，或煎水洗。,yongfa
500215,内服：煎汤，3-6g。外用：适量，捣敷。,yongfa
500216,内服：煎汤，9-15g。,yongfa
500217,内服：煎汤，3～5钱。,yongfa
500218,0.5～2两；外用适量，鲜品捣烂敷患处。,yongfa
500219,内服：煎汤，6-15g。外用：适量，捣敷或研粉敷。,yongfa
500220,内服：煎汤，2～3钱；或浸酒。外用：捣敷或煎水洗。,yongfa
500221,内服：煎汤10-30g；或研末。外用：适量，煎水熏洗；或研末调敷；或捣敷,yongfa
500222,内服：煎汤，0.5～2钱。,yongfa
500223,内服：煎汤，15-30g。外用：适量，捣敷。,yongfa
500224,2～4钱。,yongfa
500225,内服：煎汤，3-10g；或研末。外用：适量，研末撒；或调敷。,yongfa
500226,内服：煎汤，1～3钱；或研末。外用：研末撒或调敷。,yongfa
500227,0.5～2两；外用适量，捣烂外敷患处。,yongfa
500228,根：0.5～1两；鲜嫩叶1～3两；叶外用适量，鲜品捣烂敷患处。,yongfa
500229,内服：煎汤，3～8钱。外用：煎水洗；鲜叶捣敷。,yongfa
500230,内服: 煎汤，3-9g。外用：适量，煎汤洗。,yongfa
500231,内服：煎汤，10-15g。,yongfa
500232,内服：煎汤，1～2钱；磨汁或入丸、散。外用：磨汁涂或研末调敷。,yongfa
500233,内服：煎汤，1～2钱；或浸酒。外用：捣敷或煎水洗。,yongfa
500234,内服：煎汤，2～5钱（大剂量1～2两）。外用：捣敷或煎水洗。,yongfa
500235,内服：煎汤，3-15g；或研末用。外用：适量，鲜品捣敷；或捣烂布包塞鼻。,yongfa
500236,0.5～1钱。外用适量，研末，香油调敷患处。,yongfa
500237,内服：煎汤，15-30g。,yongfa
500238,内服：煎汤，9-20g；或浸酒。外用：适量，捣敷；或研末调敷；或浸酒搽。,yongfa
500239,外用：适量，水煎洗。,yongfa
500240,内服：煎汤，3～5钱；或研末。,yongfa
500241,内服：煎汤，10-30g。外用：适量，鲜品捣敷；或干品研末敷。,yongfa
500242,内服：炖肉，7～10枚。,yongfa
500243,内服：煎汤，6-15g；或研末。,yongfa
500244,内服：煎汤，2～5钱；或浸酒。,yongfa
500245,内服：煎汤，9-15g。外用：适量，捣敷或水煎洗。,yongfa
500246,内服：煎汤，15-30g。外用：适量，煎水含漱或外洗。,yongfa
500247,内服：煎汤，4.5-9g。外用：适量，研末撒敷。,yongfa
500248,外用：煎水洗或捣敷。,yongfa
500249,内服：煎汤，1～2钱；或入丸、散。外用：捣敷，研末调敷或吹鼻。,yongfa
500250,内服：煎汤，3～5钱。,yongfa
500251,外用：适量，鲜品捣汁涂。,yongfa
500252,内服：煎汤，6-9g。,yongfa
500253,内服：煎汤。外用：捣敷。,yongfa
500254,根1两。皮0.5～1两，煮糯米粥吃。外用适量捣烂敷患处。,yongfa
500255,2～3钱。,yongfa
500256,内服：煎汤，2～3钱；或捣汁饮。外用：捣敷。,yongfa
500257,鲜品1两，水煎服。外用全草适量，水煎外洗。,yongfa
500258,内服：煎汤，15-30g，鲜品可用至60g。外用：适量，鲜品捣敷发泡。,yongfa
500259,内服：煎汤，1～2两：或炖肉。外用：烧存性研末调敷。,yongfa
500260,内服：煎汤，2～5钱（鲜者1～2两）；或浸酒。外用：烧存性研末调敷。,yongfa
500261,内服：煎汤，6-9g。,yongfa
500262,内服：煎汤，3～5钱；或浸酒。,yongfa
500263,外用：适量，捣敷。,yongfa
500264,内服：煎汤，3-10g。外用：适量，煎水洗。,yongfa
500265,内服：煎汤，9-30g。外用：适量，鲜品捣敷，或研末敷。,yongfa
500266,内服：煎汤，2～4钱；或入丸、散。外用：煎水洗或捣敷。,yongfa
500267,内服：煎汤，6-12g。外用：适量，捣敷。,yongfa
500268,0.8～1.5钱；外用适量，捣烂或醋磨涂患处。,yongfa
500269,根0.5～1两，果3～5钱。,yongfa
500270,0.8～2钱。外用适量。,yongfa
500271,内服：煎汤， 根6-15g，果实3-9g。外用：适量，鲜根皮捣烂敷；或水煎熏洗。,yongfa
500272,内服：煎汤，1～2个。外用：煎水洗或研末调敷。,yongfa
500273,6分～2钱。,yongfa
500274,内服：根煎汤，6-10g；或浸酒。外用：适量，叶捣敷；根煎汤熏洗。,yongfa
500275,4～5钱。,yongfa
500276,内服：煎汤，3-9g。外用：适量，鲜品捣敷。,yongfa
500277,内服：煎汤，15-30g。,yongfa
500278,内服：煎汤，15-60g；鲜品45-120g。外用：鲜品适量，捣敷。,yongfa
500279,内服：煎汤，6-15g；或浸酒。,yongfa
500280,1～2两。,yongfa
500281,内服：煎汤，15-30g。外用：适量，捣敷。,yongfa
500282,内服：煎汤，15-30g。外用：适量，鲜品捣敷；或煎水洗；或研末调敷。,yongfa
500283,内服：煎汤，1-3g。外用：适量，研末，用蜜或醋调敷患处。,yongfa
500284,内服：煎汤，10-15g。,yongfa
500285,外用：适量，捣敷：或煎水熏洗。,yongfa
500286,内服：煎汤，2-3钱。,yongfa
500287,内服：炖肉，0.5～1两。,yongfa
500288,内服：煎汤，3～6钱（鲜者o.7～1两）。外用：捣敷或煎水洗。,yongfa
500289,内服：煎汤，10-15g；或入丸剂。外用：适量，熬膏或泡酒涂敷。,yongfa
500290,0.5-1两；外用适量，鲜品捣烂缚患处。,yongfa
500291,1～3钱；外用适量，鲜品捣烂敷患处。,yongfa
500292,内服：煎汤，15-20g。外用：适量，煎水洗眼。,yongfa
500293,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
500294,内服：煎汤，6-15g。外用：适量，捣敷；或研末敷。,yongfa
500295,内服：煎汤，10-25g；或浸酒。,yongfa
500296,内服：煎汤，1～3两。外用：捣敷或煎水洗。,yongfa
500297,3～5钱；外用适量，研粉用水或蛋清调敷患处。,yongfa
500298,内服：煎汤，9-15g。外用：适量，研末调敷。,yongfa
500299,内服：煎汤，6-15g。外用：适量，捣敷。,yongfa
500300,内服：煎汤，3-6g；或入九、散。,yongfa
500301,内服：煎汤，0.5～1两；或泡酒服。外用：捣敷。,yongfa
500302,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
500303,内服：煎汤9-15g。外用：适量，鲜品，煎水洗；或捣敷。,yongfa
500304,内服：煎汤，3-9g。外用：适量，捣敷。,yongfa
500305,内服：煎汤，6-9g。外用：适量，捣敷。,yongfa
500306,1～3钱，水煎或研粉，酒送服，或泡酒服。外用适量，干叶研粉敷患处。,yongfa
500307,0.5～1两，泡酒服。,yongfa
500308,外用：适量，捣敷或研粉醋调敷。,yongfa
500309,内服：煎服，10-30g，(鲜品30-60g)；或捣汁。外用：适量，捣敷。,yongfa
500310,内服：煎汤，3-9g。,yongfa
500311,内服：煎汤，9-15g。,yongfa
500312,内服：煎汤，9-15g。外用：适量，研末调敷。,yongfa
500313,外用：鲜根、叶适量，捣敷；果研粉撤；或煎水外洗。,yongfa
500314,根3～5钱，花2～3钱。叶捣汁含漱。,yongfa
500315,内服：煎汤，15-60g。外用：适量，鲜品捣敷。,yongfa
500316,内服：煎汤，茎叶15-30g，根10-15g。外用：适量，鲜品捣烂敷；或晒干研末调敷。或浓煎含漱。,yongfa
500317,内服：煎汤，6-15g。外用：适量，捣敷。,yongfa
500318,内服：煎汤，15-30g。,yongfa
500319,内服：煎汤，15-60g；或酒水各半煎，或炖肉。外用：适量，烧存性研末谳涂。,yongfa
500320,树皮干粉0.5～1钱；外用适量，研末调敷患处。,yongfa
500321,内服：煎汤，100-300g。,yongfa
500322,内服：煎汤，3-15g；或入丸、散。,yongfa
500323,内服：泡茶饮，1-3g。,yongfa
500324,根、种子：1～2两。全草5～8钱。,yongfa
500325,内服：煎汤，8-15g；或研粉。,yongfa
500326,内服：煎汤，9-15g；或泡酒服。外用：适量，捣敷。,yongfa
500327,内服：研末，3～5分。外用：研末撒或调敷。,yongfa
500328,内服：煎汤，1～3钱。,yongfa
500329,内服：煎汤，3-9g；或泡酒。,yongfa
500330,内服：研末酒化0.3～1钱；或入丸剂。,yongfa
500331,内服：煎汤，10-15g；或泡酒。外用：适量，捣烂或研粉敷。,yongfa
500332,内服：煎汤，15-30g；或浸酒。外用：适量，水煎熏洗；或鲜品磨汁涂擦。,yongfa
500333,内服：煎汤，3-9g；或入散剂。外用：适量，煎水洗。,yongfa
500334,内服：煎汤，1～2钱；或入丸、散。,yongfa
500335,内服：煎汤，3-9g。,yongfa
500336,内服：煎汤，9-15g。外用：适量，捣敷；或研末调敷。,yongfa
500337,不能内服，外用适量，煎水洗或嫩叶搽患处；熏烟可以驱蚊；投入粪坑、污水可以灭蛆杀孑孓。,yongfa
500338,内服：煎汤，10-15g。外用：鲜品适量，捣敷。,yongfa
500339,内服：煎汤，3-9g。,yongfa
500340,内服：煎汤，10-20g。外用：煎水洗;或研末调敷。,yongfa
500341,内服：煎汤，3-15g。,yongfa
500342,内服：煎汤，3～5钱；熬膏、浸酒或入丸、散。外用：煎水洗、研末撒或调涂。,yongfa
500343,外用：适量，捣烂敷；或浸水洗。,yongfa
500344,3～5钱；外用适量，鲜品捣烂敷患处。,yongfa
500345,内服：煎汤，9-15g。外用：适量，鲜品捣敷。,yongfa
500346,内服：煎汤，30-60g。外用：适量，捣敷；或研末敷。,yongfa
500347,内服：9-15g，水煎服。,yongfa
500348,内服：煎汤，6-15g。,yongfa
500349,内服：煎汤，6-15g。外用：适量，鲜品捣敷或煎汤洗。,yongfa
500350,内服：捣汁，0.5～1两。外用：捣敷或研末调敷。,yongfa
500351,内服：煎汤，9-15g。,yongfa
500352,内服：煎汤，1～3分。,yongfa
500353,内服：煎汤，30-60g；或泡酒。,yongfa
500354,"内服：煎汤，9～15g,大剂量15～30g。外用:适量，煎水洗或鲜根皮捣烂敷。",yongfa
500355,内服：煎汤，10-20g，鲜品30-60g。外用：适量，捣敷或煎水洗。,yongfa
500356,内服：煎汤，9-12g。,yongfa
500357,内服：煎汤，3-9g。研末，2-3g。,yongfa
500358,内服：煎汤，6-9g。外用：适量，鲜吐捣敷；或研末撒。,yongfa
500359,内服：煎汤，6-9g，外用；适量，捣敷。,yongfa
500360,内服：煎汤，3～5钱。,yongfa
500361,内服：煎汤，9-18g。外用：适量，研末调敷；或鲜品捣汁涂。,yongfa
500362,内服：煎汤，15-30g；或泡酒。,yongfa
500363,内服：煎汤，2-3g。研末，每次0.5-1g。外用：适量，捣敷。,yongfa
500364,0.3～1两，外用适量捣烂外敷患处。,yongfa
500365,内服：煎汤，9-15g。外用：适量，浸酒擦；或研末调敷。,yongfa
500366,内服：煎汤，3～5饯：或入丸剂。,yongfa
500367,内服：研末，3-6g；或制成食品。,yongfa
500368,内服：煎汤，10-15g，鲜品加倍；或捣汁。外用：适量，捣敷。,yongfa
500369,内服：煎汤，3-9g；或入丸、散。,yongfa
500370,外用：适量，鲜品捣敷。内服：浸酒，9-15g。,yongfa
500371,3～6钱，入丸剂或浸酒服。,yongfa
500372,3～4钱。外用适量。,yongfa
500373,内服：煎汤，6-15g。,yongfa
500374,内服：煎汤，15-30g。宜煎24小时以上。或制成片剂、冲剂、注射剂使用。,yongfa
500375,内服：煎汤，3-5钱；或入丸、散。外用：研末撒或调敷。,yongfa
500376,内服：煎汤，9-15g。外用：适量，鲜品捣敷；或干粉外敷；或用酒或蛋清调敷。,yongfa
500377,内服：煎汤，3-9g；或研末；或泡酒。外用：适量，煎汤洗。,yongfa
500378,内服：煎汤，15-30g。外用：适量，鲜品捣敷；或捣烂以冷开水浸泡，取液搽。,yongfa
500379,3～5钱。,yongfa
500380,内服：煎汤，根，15-30g。外用：适量，捣烂敷；研研末调敷。,yongfa
500381,1～3钱；外用适量，煎水熏洗患处。,yongfa
500382,内服：煎汤，3-9g。外用：适量，煎水洗；或捣敷。,yongfa
500383,内服：煎汤，6-15g；泡酒。外用：适量，煎汤洗，研末或捣敷。,yongfa
500384,3～9g。,yongfa
500385,内服：煎汤，15-30g；或浸酒，9-15g。,yongfa
500386,果：10～30个，根：0.5～1两，叶3～6钱；外用适量，煎水洗患处。,yongfa
500387,内服：煎汤，3～5钱（鲜者1～2两）。外用：捣敷。,yongfa
500388,内服：煎汤，6-10g。,yongfa
500389,内服：煎汤，3～5钱；或入丸、散。外用：炒熨、煎水洗或研末调敷。,yongfa
500390,内服：剪汤，6-15g；或泡酒。外用：适量，鲜品捣敷。,yongfa
500391,内服：煎汤，15-30g，鲜品30-60g。外用：适量，研末调敷；或鲜品捣敷。,yongfa
500392,内服：煎汤，0.5～1两；或捣汁。外用：捣敷。,yongfa
500393,内服：研末，1-3g。,yongfa
500394,内服：煎汤，9-15g。外用：适量，鲜品捣敷。,yongfa
500395,内服：研末，1.5-6g。外用：适量，研末撒。,yongfa
500396,内服：煎汤，2～5钱；或浸酒。外用：捣烂敷。,yongfa
500397,0.5～1两；外用适量，鲜草捣烂敷伤口周围。,yongfa
