index:ID,zhuzhi,:LABEL
400137,祛风散寒，除湿消肿，舒筋活血。治风寒湿痹，关节酸痛，皮肤麻木，四肢软弱，水肿，跌打损伤。,zhuzhi
400138,滋阴润燥，止咳，调经。主治虚劳咳嗽，月经不调。,zhuzhi
400139,疏风清热；利湿止泻；活血接骨。主风热头痛；咽喉肿痛；声音嘶哑；腹泻；闭经；疮痈肿毒；跌打骨折,zhuzhi
400140,清肝利湿；活血散瘀。主湿热黄疸；目赤肿痛；月经不调；产后腹痛,zhuzhi
400141,利胆退黄；祛风止痛。主黄疸型肝炎；肝硬化腹水；风湿痹痛；跌打损伤,zhuzhi
400142,杀虫健脾；隆逆止咳。主虫积；痢疾；呃逆；咳嗽,zhuzhi
400143,清热补虚；燥湿；解毒。主肺痨咳血；骨蒸潮热；头晕耳鸣；腰酸腿软；湿热黄疸；带下；痢疾；风热感冒；目赤肿痛；痈肿疮疡,zhuzhi
400144,祛风燥湿；消肿敛疮。主为砚湿性关节炎；黄水病；麻风病；高原性红细胞增多症,zhuzhi
400145,：清热解毒。主治细菌性痢疾，急性畅胃炎，传染性肝炎，肺炎，肺结核，支气管炎，咽喉肿痛。外用治眼结膜炎，痈疖肿毒，烧、烫伤。,zhuzhi
400146,"①广州部队《常用中草药手册》：""祛风散寒，消察止痛。治风湿筋骨痛，跌打肿痛，胃寒疼痛；毒蛇，蜈蚣咬伤。""",zhuzhi
400147,"①《药材资料汇编》：""治疥癣。""",zhuzhi
400148,清热；燥湿；消肿；解毒。主湿热痢疾；腹泻；黄疸；肺痨咳血；咽喉痛；目赤肿痛；疮疡；湿疹,zhuzhi
400149,驱风除湿，补虚。,zhuzhi
400150,止血清热，通经收敛。主治月经过多，血崩，子宫下垂，肺结核咯血。,zhuzhi
400151,祛风湿；通络止痛。主风湿痹痛,zhuzhi
400152,祛风除湿；通络止痛。主风湿痹痛；肢体麻木；跌打损伤；胃脘疼痛,zhuzhi
400153,舒筋活血，补中益气，补腰肾。主治跌打损伤，肾虚腰痛，头晕耳鸣，睾丸炎。,zhuzhi
400154,益肾补气，活血调经。治肾虚腰痛，遗精，阳痿，月经不调，经闭。,zhuzhi
400155,益气；生津；止渴。主咳嗽吐血；口渴；呕逆,zhuzhi
400156,补肾益肺；利湿；解毒。主肾虚腰痛；阳痿；肺痨咳嗽；水肿；白带过多；疝气；痈肿疔毒；蛇虫咬伤,zhuzhi
400157,升阳，发表，透疹，解毒。治时气疫疠，头痛寒热，喉痛，口疮，斑疹不透；中气下陷，久泻久痢，脱肛，妇女崩、带，子宫下坠；痈肿疮毒。,zhuzhi
400158,补肾；止带；活血。主肾虚腰痛；折带过多；跌打损伤,zhuzhi
400159,活血散瘀；止血。主跌打损伤；吐血；急性肺炎；肺出血,zhuzhi
400160,清热化湿，疏肝利胆。主黄疸；痞积；妇女白带,zhuzhi
400161,治痢疾，疝气，睾丸肿痛。,zhuzhi
400162,"①《南宁市药物志》：""舒筋活络，调经去瘀。浸酒服能强壮筋骨；煎水服治倒经。叶：外敷治跌打，接骨。""",zhuzhi
400163,清热解毒；止血。主疖肿；蝮蛇咬伤；小儿惊风；咯血,zhuzhi
400164,益气、养阴、消肿、解毒的功效。用于身体虚弱、四肢无力、头晕头痛、阴虚咳嗽、乳汁不足、肺脓疡、乳腺炎、疗疮、虫咬等。,zhuzhi
400165,化痰开窍。主痰湿上蒙；健忘；嗜睡；耳目不聪,zhuzhi
400166,健脾利湿；行气活血。主泄泻；痢疾；胃痛；胁痛；风湿疼痛；月经不调；痈肿；骨折,zhuzhi
400167,通二便，泻水，散结。治水肿，胀满，脚气，喉痹，痈肿，恶疮。,zhuzhi
400168,杀虫，消积，健脾。治蛔虫腹痛，小儿疳积，乳食停滞，腹胀，泻痢。,zhuzhi
400169,活血散瘀；解毒消肿。主跌打损伤；骨折；痈疖肿毒；毒蛇咬伤；皮肤瘙痒,zhuzhi
400170,清热解毒，利尿，止血，消食。用于痢疾，尿路感染，小儿疳积，白带，咳血；外用治蛇头疔。,zhuzhi
400171,祛风除湿；活血散瘀；解毒。主风湿痹痛；肢体麻木；风寒咳嗽；跌打损伤；疮肿及毒蛇咬伤,zhuzhi
400172,祛风，除湿，活血，散瘀。治风寒咳嗽，风湿麻木、疼痛，月经不调，跌打痨伤。,zhuzhi
400173,清热解毒。主疮疖,zhuzhi
400174,清热解毒，消肿祛瘀。用于肺炎、急性咽喉炎、痢疾、胆道感染、尿路感染；外治烧伤、下肢溃疡、麻风溃疡。,zhuzhi
400175,行水;定喘;清热解毒。主水湿胀满;咳嗽喘逆;火眼;疮癣,zhuzhi
400176,散风热；清头目；除烦渴。主头痛；齿痛；咽痛；唇疮；耳鸣；目赤；咯血；暑热烦渴,zhuzhi
400177,治一切毒蛇或狂犬咬伤，绞汁内服，渣敷患处；又治阴症疮疡及鹤膝风。（福建）,zhuzhi
400178,清热；利尿；解毒；消肿。主尿路感染；癌肿；赤白带下；痢疾；痈肿；跌打损伤；咳血；妇女赤白带下；小儿疳积；痈肿疔毒；毒蛇咬伤,zhuzhi
400179,宽中理气，解郁除疮毒。主治胃痛，腹冷痛，胸膈气胀，肺痨发热，疮毒。,zhuzhi
400180,清热利尿，解毒。用于细菌性痢疾，肠炎，消化不良，肝炎，肾炎水肿，白带；外用治痈疖肿毒。,zhuzhi
400181,发汗解表，利湿止痛。用于感冒、肠炎、痢疾、肾炎、肾盂肾炎；外用治湿疹，脚癣。,zhuzhi
400182,祛风除湿，舒筋活络。用于风湿筋骨疼痛，腰痛，四肢麻木，跌打肿痛。,zhuzhi
400183,治风湿痛，跌打伤筋。,zhuzhi
400184,祛风除湿；活血通络。主风湿痹痛；四肢麻木；腰膝酸痛；跌打损伤；妇女经闭,zhuzhi
400185,清热，解毒，消肿，止痛，生肌长肉。治红白痢，喉痛，目赤，黄肿，淋病，下疳，刀伤，痈疽，瘰疬，皮肤溃疡，湿疹，烫伤。,zhuzhi
400186,清热解毒；活血消肿。主肝炎；胃炎；乳腺炎；闭经；跌打损伤；关节疼痛；蛇虫咬伤,zhuzhi
400187,散风寒；止咳。主风寒感冒；咳嗽；百日咳,zhuzhi
400188,除湿解毒，活血消肿。主皮肤瘙痒，口疮，痢疾，跌打损伤，产后恶露不尽,zhuzhi
400189,祛风通络；平肝息凤。主风湿性关节炎；坐骨神经痛；跌打损伤；骨折；外伤出血；高血压；偏头痛；小儿惊风；脱肛,zhuzhi
400190,驱蛔；消积。主蛔虫腹痛；饮食积滞,zhuzhi
400191,治瘿瘤结核，瘰疬及九子烂疡未溃。,zhuzhi
400192,清热解毒；消肿止痛。主痢疾；疮肿；跌打肿痛,zhuzhi
400193,祛风除湿；消肿止痛。主风湿痹痛；跌打肿痛,zhuzhi
400194,清热解毒；活血止痛。主咽喉肿痛；痔疮；脱肛；风湿痹痛；跌打损伤,zhuzhi
400195,清热解毒。主治感冒咳嗽，咽炎，乳腺炎，肺结核，慢性支气管炎。,zhuzhi
400196,通络活血。主血瘀经闭,zhuzhi
400197,宽中，理气，杀虫。治胃寒作痛，脘腹胀满，疳积虫痛，疟疾，痢疾。,zhuzhi
400198,祛瘀，消炎，解毒。治跌打损伤，骨折，肾囊发炎肿大。,zhuzhi
400199,清热解毒；利湿；化积。主暑湿泄泻；痢疾；小便淋痛；腹水；小儿甙积；痈疽肿毒,zhuzhi
400200,化瘀止血接骨续筋。主外伤出血；跌打损伤；骨折,zhuzhi
400201,降火，解毒，散血，消痰。治喉痹咽痛，咳逆上气，痰涎壅盛，瘰疬结核，疟母，妇女经闭，痈肿疮毒。,zhuzhi
400202,平肝息风；镇心安神。主癫癎；精神失常；疟疾,zhuzhi
400203,治外伤出血，跌打损伤，骨折。,zhuzhi
400204,发汗解表，清肺止咳。,zhuzhi
400205,除烦热，润肺，止咳，安神。治虚劳咳嗽，吐血，心悸，失眠，浮肿。,zhuzhi
400206,祛风，利屎，止咳，活血。治风湿疼痛，小便不利，咳嗽，月经不调，跌打损伤。,zhuzhi
400207,利水通便；消肿散瘀；解蛇虫毒。主大小便不通；水肿；腹水；白浊；疮痈；湿疹；跌打损伤；毒蛇咬伤,zhuzhi
400208,泻下逐水，散瘀消肿。,zhuzhi
400209,活血止血；补肾接骨。主跌打损伤；外伤出血；陈旧性骨折,zhuzhi
400210,祛暑发表；化湿和中；理气活血；解毒。主百般伤暑湿；发热头痛；胞闷腹胀；消化不良；胃肠炎；感胃；咳嗽；咽喉炎；扁桃体炎；月经不调；跌打损伤；痈肿；蛇咬伤,zhuzhi
400211,清热解毒；燥湿止痒。主麻疹高热；湿疹；癣疮,zhuzhi
400212,散瘀止痛；清热解毒。主胃痛；痢疾；咽痛；跌打损伤；疮疖痈肿；毒蛇咬伤,zhuzhi
400213,解表；清热；解毒；止咳。主感冒；咳嗽；头痛；口疮；血热吐衄,zhuzhi
400214,果：理气止痛。用于胃痛，腹痛，腹泻，感冒，咳嗽；,zhuzhi
400215,散瘀止痛；解毒消肿。主胃痛；跌打劳伤；外伤出血；乳痈；疮痈疖肿,zhuzhi
400216,理气止痛；祛风散寒。主腹泻；胃腹冷痛；肝胃气痛；感冒；咳嗽,zhuzhi
400217,消食健脾，止痢。治积食腹胀，肠鸣腹泻。,zhuzhi
400218,清热解毒，消肿止痛。用于预防腮腺炎，流行性乙型脑炎，喉痛；外用治毒蛇咬伤，跌打肿痛，痈疖。,zhuzhi
400219,化瘀消肿；止血。主跌打损伤；骨折；外伤出血,zhuzhi
400220,祛风除湿，消肿解毒。治感冒发热，咽喉肿痛，风湿痛，胃痛，疟疾，痔疮，跌打损伤，疮疡肿毒。,zhuzhi
400221,清热解毒；祛风去湿；活血止痛。主感冒发热；咽喉肿痛；白喉；痢疾；肠伤寒；疮疡肿毒；风湿痹痛；跌打损伤；毒蛇咬伤,zhuzhi
400222,止痛，止泻，镇咳。治腹痛，肠炎，腹泻，痢疾，月经痛，头痛，久咳，喘息。,zhuzhi
400223,散风祛寒；活血止痛。主风寒感冒；头痛；风湿痹痛；跌打肿痛,zhuzhi
400224,泻热通便，行瘀破滞。用于大便热秘，经闭腹痛，湿热黄疸；外用治口疮糜烂，烫火伤。,zhuzhi
400225,泻热解毒；凉血行瘀。主湿热黄疸；痢疾；经闭腹痛；吐血；衄血；跌打瘀痛；痈肿疔毒；口舌糜烂；烧烫伤,zhuzhi
400226,污热，通便，破积，行瘀。治热结便秘，湿热黄疸，痈肿疔毒，跌打瘀痛，口疮糜烂，汤火伤。,zhuzhi
400227,健脾消积，利湿。用于小儿疳积，乳汁缺乏，肝炎，白带；外用治烧烫伤。,zhuzhi
400228,：白喉，扁桃体炎，咽喉炎，痢疾，肠伤寒，胃痛，风湿骨痛；,zhuzhi
400229,祛风解表，化痰，消积，散瘀。治感冒咳嗽，食积腹痛，疝气痛。跌打瘀肿，冻疮。,zhuzhi
400230,解毒利湿；活血调经。主痢疾；肝炎；胃痛；腰肌劳损；风湿痹痛；月经不调,zhuzhi
400231,健胃消食；祛湿止痛；补肾调经。主食欲不振；风湿腰痛；阳痿早泄；月经不调；妇科杂症,zhuzhi
400232,消肿，散结，化痰，解毒。治痈疽疔肿，瘰疬，喉痹肿痛，蛇、虫、狂犬伤。,zhuzhi
400233,温中，散寒，祛风，活血。治脘腹冷痛，风湿筋骨疼痛，劳伤吐血，跌损瘀滞，月经不调。,zhuzhi
400234,清肝利湿，散瘀化积。治湿热黄疸，暑热吐泻，水肿，劳伤积瘀，小儿疳积，疗疮痈肿。,zhuzhi
400235,祛风除湿；活络止痛；解毒。主风湿痹痛；跌打损伤；骨咽喉；走马牙疳；目生星翳,zhuzhi
400236,凉血解毒，清热止咳，驱虫。主治高血压，肺热咳嗽，蛔虫病，小便淋漓。外用治秃疮疥癣。,zhuzhi
400237,降血压。主高血压。,zhuzhi
