index:ID,laiyuan,:LABEL
200061,来源药材基源：为天南星科植物三匹箭的根茎。,laiyuan
200062,来源药材基源：为凤尾蕨科植物西南凤尾蕨的全草。,laiyuan
200063,来源药材基源：为双子叶植物药萝藦科植物卵叶娃儿藤的根或全株。,laiyuan
200064,来源为虎耳草科植物细枝茶藨子的根。,laiyuan
200065,来源芸香科吴茱萸属植物三叉苦Evodia lepta （Spreng.）Merr.，以根及叶入药。全年可采，根洗净，切片晒干备用；叶阴干备用。,laiyuan
200066,来源药材基源：为双子叶植物药马鞭草科植物三对节的全株及根皮。,laiyuan
200067,来源为蕾薇科植物三叶委陵菜的根。4～10月采挖。,laiyuan
200068,来源药材基源：为豆科植物三叶木蓝的全草或根。,laiyuan
200069,来源为蔷薇科植物三叶委陵菜的全草。夏季采收开花的全草，晒干。,laiyuan
200070,来源五加科异叶粱王茶Nothopanax davidii （Franch.）Harms，以根皮入药。,laiyuan
200071,来源药材基源：为槭树科植物建始槭的根。,laiyuan
200072,来源药材基源：为蔷薇科植物三叶海棠的果实。,laiyuan
200073,来源药材基源：为木通科植物宽叶八月瓜Holboellia latifolia Wall．和小花八月瓜H.parviflora（Hemsl.）Gagnep.的根和藤茎。,laiyuan
200074,来源药材基源：为酢浆草科植物白花酢浆草的全草。,laiyuan
200075,来源为葡萄科崖爬藤属植物三叶青Tetrastigma hemsleyanum Diels et Gilg.，以块根或全草入药。全年可采，晒干或鲜用。,laiyuan
200076,来源为酢浆草科植物山酢浆草的全草或根。,laiyuan
200077,来源为水玉簪科水玉簪属植物三品一枝花Burmannia coelestis D. Don，以根入药。秋季采集，除去茎叶，洗净晒干备用。,laiyuan
200078,来源为三尖极科植物三尖杉Cephalotaxus fortunei Hook. f .的小枝叶。全年可采，干燥。以秋季采收者质量较好。,laiyuan
200079,来源药材基源：为报春花科植物三叶香草的全草或根。,laiyuan
200080,来源药材基源：为莎草科植物亚大苔草的根。,laiyuan
200081,来源为樟科植物柴樟的树皮或叶。全年可采。切碎晒干。,laiyuan
200082,来源药材基源：为唇形科植物三叶鼠尾草的根。,laiyuan
200083,来源为蔷薇科悬钩子属植物蓬虆Rubus hirsutus Thunb.[R. thunbergii Sieb. et Zucc.]，以根或叶入药。夏、秋挖根，洗净晒干备用，叶多鲜用。,laiyuan
200084,来源药材基源：为报春花科植物滇北球花报春的全草。,laiyuan
200085,来源蕨类蹄盖蕨科三羽新月蕨Abacopteris triphylla （Sw.）Ching，以全草入药。,laiyuan
200086,来源为莎草科植物有喙红苞薹的带根全草。7～8月采。,laiyuan
200087,来源药材基源：为木犀科植物滇素馨的根或叶。,laiyuan
200088,来源药材基源：为葡萄科植物三叶爬山虎的全株。,laiyuan
200089,来源药材基源：为莎草科植物镜子苔草的带根全草。,laiyuan
200090,来源为莎草科植物高秆珍珠茅的全草。夏、秋季采全草，晒干备用。,laiyuan
200091,来源药材基源：为莎草科植物碎米莎草的全草。,laiyuan
200092,来源药材基源：为豆科植物白车轴草的全草。,laiyuan
200093,来源为黑三棱科植物黑三棱或小黑三棱、细叶黑三棱的块茎。秋、冬二季均可采收，挖取块茎后，去掉茎叶及须根，洗净，削去外皮，晒干。,laiyuan
200094,来源药材基源：为葡萄科植物三叶乌蔹莓的根。,laiyuan
200095,来源为马鞭草赪桐属植物三对节Clerodendron serratum （L.）Spreng 或三台花C. serratum （L.）Spreng var. amplexifolium Moldenke. 以全株或根、叶入药。全年可采，洗净切碎，鲜用或晒干备用。,laiyuan
200096,来源药材基源：为马兜铃科植物长叶马兜铃的块根。,laiyuan
200097,来源药材基源：为三叉蕨科植物三叉蕨的叶。,laiyuan
200098,来源为三白草科植物三白草的全草。四季均可采，洗净，晒干。7～9月采收地上部分，晒干。,laiyuan
200099,来源药材基源：为三白草科植物三白草Saururus chinensis(Lour.)Baill.［Spathium chinensis Lour］的根茎。,laiyuan
200100,来源药材基源：为樟科植物新樟的叶,laiyuan
200101,来源药材基源：为堇菜科植物三色堇的全草。,laiyuan
200102,来源药材基源：为黄杨科植物多毛板凳果的根茎或全株。,laiyuan
200103,来源莎草科三角草Scleria levis Retz [S. hebecarpa Nees]，以根入药。,laiyuan
200104,来源为葡萄科植物大叶爬山虎的根或茎。全年可采。,laiyuan
200105,来源药材基源：为爵床科植物三花枪刀药的根。,laiyuan
200106,来源为菊科植物二色香青的全草或根。夏、秋季采收。,laiyuan
200107,来源樟科钓樟属植物三桠乌药Lindera obtusiloba Blume，以树皮入药。四季可采，多用鲜品或晒干用。,laiyuan
200108,来源药材基源：为菊科植物三角叶风毛菊的根。,laiyuan
200109,来源药材基源：为樟科植物三桠乌药的树皮。,laiyuan
200110,来源药材基源：为无患子科植物倒地铃的全草或果实。,laiyuan
200111,来源药材基源：为水龙骨科植物倒卵叶伏石蕨的全草。,laiyuan
200112,来源药材基源：为荨麻科植物三角叶冷水花的全草。,laiyuan
200113,来源药材基源：为小檗科植物细叶小檗、刺黑珠、蓝果小檗、猫刺小檗、匙叶小檗等多种植物的根、茎及树皮。,laiyuan
200114,来源为水龙骨科植物丝带蕨的全草。,laiyuan
200115,来源药材基源：为卫矛科植物丝棉木的根、树皮。,laiyuan
200116,来源药材基源：为水龙骨科植物骨牌蕨的全草。,laiyuan
200117,来源药材基源：为百合科植物北重楼的根茎。,laiyuan
200118,来源药材基源：为菊科植物拟毛毡草的全草。,laiyuan
200119,来源为葡萄科植物闪光蛇葡萄的根皮。全年可采，除去粗皮，阴干或鲜用。,laiyuan
200120,来源药材基源：为报春花科植物东北点地梅的全草。,laiyuan
200121,来源为毛茛科植物金龟草的根茎。秋季采挖，洗净、晒干。,laiyuan
200122,来源药材基源：为双子叶植物药葫芦科植物丝瓜或粤丝瓜的瓜蒂。,laiyuan
200123,来源药材基源：为葫芦科植物丝瓜或奥丝瓜的鲜嫩果实；或霜后干枯的老熟果实（天骷髅）。,laiyuan
200124,来源为葫芦科植物丝瓜或粤丝瓜的叶片。,laiyuan
200125,来源为葫芦科植物丝瓜或粤丝瓜的种子，秋季果实老熟后，在采制丝瓜络时，同时收集种子，晒干。,laiyuan
200126,来源药材基源：为书带蕨科植物书带蕨的全草。,laiyuan
200127,来源卫矛科卫矛属植物丝绵木Euonymus bungeanus Maxim.，以根、茎皮、枝叶入药。春秋采根，春采树皮，切段晒干。夏秋采枝叶鲜用。,laiyuan
200128,来源药材基源：为菊科植物白茎鸦葱的根。,laiyuan
200129,来源药材基源：为锦葵科植物桐棉的全株。,laiyuan
200130,"来源为葫芦科植物丝瓜老热果实的网状纤维或粤丝瓜的枯老果实。秋季采取枯老的果实，搓去外皮及果肉，或用水浸泡至果皮和果肉腐烂，取出洗净。除去种子，晒干，称""丝瓜络""。广东粤丝瓜采取后不去皮、子，称为""丝瓜布""。",laiyuan
200131,来源药材基源：为莎草科植物风车草的茎叶。,laiyuan
200132,来源药材基源：为菊科植物夜香牛的全草或根。,laiyuan
200133,来源药材基源：使君子科植物使君子的叶。,laiyuan
200134,来源药材基源：为柳叶菜科植物滇藏柳叶菜的根。,laiyuan
200135,来源为防己科植物中华青牛胆的茎。全年可采。,laiyuan
200136,来源唇形科香茶菜属植物轮叶香茶菜Rahdosia ternifolia （D. Don）Hara[Plectranthus ternifolius D. Don;Isodon ternifolius （D. Don）Kudo]，以全草入药。夏秋采，鲜用或阴干。,laiyuan
200137,来源为石松科植物石松的带根全草。夏季采收，连根拔起，去净泥土、杂质，晒干。,laiyuan
200138,来源唇形科十二槐花Paraphlomis rugosa Benth. var. coronata （Van.）C. Y. Wu，以全草入药。,laiyuan
200139,来源药材基源：为柳叶菜科植物滇藏柳叶菜的全草。,laiyuan
200140,来源药材基源：为爵床科植物铜毛紫云菜的根和叶。,laiyuan
200141,来源药材基源：为鼠李科植物苞叶木的全株。,laiyuan
200142,来源药材基源：使君子科植物使君子的根。,laiyuan
200143,来源药材基源：为小檗科植物阔叶十大功劳Mahonia bealei(Fort.)Carr.的叶。,laiyuan
200144,来源药材基源：为鼠李科植物西藏猫乳的木材。,laiyuan
200145,来源为小檗科十大功劳属植株阔叶十大功劳 Mahonia bealei （Fort.） Carr.及狭叶十大功劳 M.fortunei （Lindl） Fedde。以根、茎、叶入药。栽后4-5年，秋、冬砍茎杆挖根，晒干或炕干。叶全年可采。,laiyuan
200146,来源为胡椒科植物光轴苎蒟的全株。全年可采。,laiyuan
200147,来源为炼制升药后留在锅底的残渣。,laiyuan
200148,来源药材基源：为小檗科植物阔时十大功劳、细叶十大功劳、华南十大功劳和西藏十大功劳的根。,laiyuan
200149,来源为萝藦科植物长叶吊灯花的根。夏、秋采收。,laiyuan
200150,来源棕榈科双籽棕Didymosperma caudatum （Lour.）Wendl. et Druce，以根入药。,laiyuan
200151,来源药材基源：为唇形科植物鸡骨柴的根。,laiyuan
200152,来源药材基源：为菊科植物心叶兔耳风的根。,laiyuan
200153,来源兰科双肾参Goodyera brachystegia Hand.-Mazz.，以全草入药。,laiyuan
200154,来源为川续断科植物大花囊苞花的块根。秋季采挖。,laiyuan
200155,来源药材基源：为五加科植物人参的细支根。,laiyuan
200156,来源药材基源：为兰科植物鹅毛玉凤花的块茎。,laiyuan
200157,来源为毛茛科植物升麻、兴安升麻和大三叶升麻的根状茎。春、秋采挖，除去地上茎苗和泥土，晒至须根干时，用火燎或用竹筐撞去须根，晒干。,laiyuan
200158,来源药材基源：为兰科植物长距玉凤花的块茎。,laiyuan
200159,来源药材基源：为堇菜科植物双花堇菜的全草。,laiyuan
200160,来源药材基源：为蔷薇科植物七姊妹的根及叶。,laiyuan
200161,来源为豆科植物鄂羊蹄甲的根。秋季收采。,laiyuan
200162,来源为豆科植物蝙蝠草的全草。夏、秋季采，晒干或鲜用。,laiyuan
200163,来源药材基源：为兰科植物大唇羊耳蒜的全草。,laiyuan
200164,来源为桔梗科植物羊乳Codonopsis lanceola ta（Sieb．et Zucc.）Trautv.的根。春、秋季来挖，除去须根，纵切晒干；或蒸后切片晒干。,laiyuan
200165,来源药材基源：为商陆科植物商陆或垂序商陆的花。,laiyuan
200166,来源药材基源：为紫葳科植树物毛子草的带根茎全草。,laiyuan
200167,来源为商陆科植物商陆的根。秋、冬或春季均可采收。挖取后，除去茎叶、须根及泥土，洗净，横切或纵切成片块，晒干或阴干。,laiyuan
200168,"来源为使君子科植物使君子的成熟果实。9～10月间种子成熟，果皮变紫黑色时采摘，晒干或用微火烘干，即为使君子，一称""壳君子""。置通风干燥处，防蛀。",laiyuan
200169,来源药材基源：为金粟兰科植物多穗金粟兰的根及全草及根茎。,laiyuan
200170,来源茜草科拉拉藤属植物四叶葎Galium bungei Stend.以全草入药。夏秋采集，鲜用或晒干。,laiyuan
200171,来源药材基源：为金粟兰科植物宽叶金粟兰的全草或根。,laiyuan
200172,来源为金粟兰科植物宽叶金粟兰或报春花科植物重楼排草、狭叶排草的全草。全年可采，晒干。,laiyuan
200173,来源药材基源：为秋海棠科植物四季海棠的花和叶。,laiyuan
200174,来源为冬植物冬青llex chinensis Sims的叶。秋、冬季采收，晒干。,laiyuan
200175,来源药材基源：为山矾科植物四川山矾的根、茎及叶。,laiyuan
200176,来源药材基源：为木犀科植物总梗女贞、粗壮女贞或丽叶女贞的叶。,laiyuan
200177,来源为报春花科植物海绿的全草。,laiyuan
200178,来源药材基源：为双子叶植物药茜草科植物四叶葎或细四叶葎的全草。,laiyuan
200179,来源豆科四川木蓝Indigofera szechuanensis Craib，以根入药。,laiyuan
200180,来源为玄参科母草属植物母草Lndernia crustacea （L.）F.-Muell.的全草。四季可采，洗净鲜用或晒干。,laiyuan
200181,来源为唇形科香薷属植物四方蒿Elsholtzia blanda Benth.，以叶、花或全草入药。四季可采。鲜用或切碎晒干，或研细备用。,laiyuan
200182,来源为马鞭草科四棱草属植物四棱筋骨草Schnabelia oligophylla Hand.-Mazz.的全草。四季可采，鲜用或晒干。,laiyuan
200183,来源为葡萄科植物四方藤的茎。秋季采收，切段，晒干。,laiyuan
200184,来源药材基源：为唇形科植物四楞筋骨草的全草。,laiyuan
200185,来源为玄参科植物四方麻的全草。,laiyuan
200186,来源药材基源：为唇形科植物毛叶香茶菜的叶。,laiyuan
200187,来源药材基源：为唇形科植物鼠尾香薷的全草。,laiyuan
200188,来源药材基源：为豆科植物云实的叶。,laiyuan
200189,来源药材基源：为茜草科植物北越钩藤的根。,laiyuan
200190,来源药材基源：为山茱萸科植物四照花的果实。,laiyuan
200191,来源为鬣蜥科动物草绿龙蜥的全体。,laiyuan
200192,来源药材基源：为唇形科植物四轮香的全草。,laiyuan
200193,来源药材基源：为桃金娘科植物四角蒲桃的根。,laiyuan
200194,来源药材基源：为兰科植物钩距虾脊兰的根及全草。,laiyuan
200195,来源豆科宿苞豆Shuteria sinensis Hemsl.，以根入药。,laiyuan
200196,来源药材基源：为亚麻科植物宿根亚麻的花、果。,laiyuan
200197,来源为七叶树科植物七叶树或天师栗的果实或种子。霜降后采摘，晒7～10天后堆焖回潮，再用文火烘干，烘前用针在果皮上刺孔，以防爆破，且易干燥。亦有直接晒干或剥除果皮晒干者。,laiyuan
200198,来源为葫芦科植物喜马拉雅栝楼的根。秋、冬季采，洗净切片晒干。,laiyuan
200199,来源药材基源：为石竹科植物白鼓钉的全草。,laiyuan
200200,来源药材基源：为树娃科动物斑腿树蛙的全体。,laiyuan
200201,来源为鸢尾科植物射干的根茎。春、秋采挖，除去泥土，剪去茎苗及细根，晒至半干，燎净毛须，再晒干。,laiyuan
200202,来源药材基源：为戴胜科动物戴胜的肉。,laiyuan
200203,来源为树蛙科动物斑腿树蛙的全体。,laiyuan
200204,来源为爵床科植物山一笼鸡的根。夏、秋采收。,laiyuan
200205,来源为百合科植物山丹的鳞茎。8～9月间挖取鳞茎，除去茎叶，洗净泥土，将鳞叶剩下晒干，或用沸水捞过，晒干。,laiyuan
200206,来源为水龙骨科植物乌苏里瓦韦的全株。,laiyuan
200207,来源药材基源：为大戟科植物山乌桕的根及根皮。,laiyuan
200208,来源大戟科乌桕属植物山乌桕Sapium discolor （Champ. ex Benth.）Muell.-Arg.，以根皮、树皮及叶入药。根皮、树皮全年可采，叶夏秋采，晒干。,laiyuan
200209,来源药材基源：为蔷薇科植物浅裂锈毛莓Rubus reflexuz Ker bar.hui（Diels apud Hu）Metc.的果实。,laiyuan
200210,来源药材基源：为菊科植物单叶佩兰的全草。,laiyuan
200211,来源药材基源：为柏科植物刺柏的根及根皮或枝叶。,laiyuan
200212,来源药材基源：为防己科植物广西地不容、桂南地不容、大叶地不容、荷苞地不容、马山地不容、小花地不容和黄叶地不容等的块根。,laiyuan
200213,来源药材基源：为忍冬科植物珍珠荚蒾的果实。,laiyuan
200214,来源芸香科吴茱萸属植物山吴萸（拟）Euodia trichotoma （Lour.）Pierre，以果及叶入药。夏秋采集，晒干。,laiyuan
200215,来源药材基源：为天南星科植物马蹄犁头的块茎。,laiyuan
200216,来源药材基源：为芸香科植物山吴萸Evodia trichotoma （Lour.）Pier.的果实。,laiyuan
200217,来源为蔷薇科植物绢毛蔷薇的根及果实。8～10月采根及果实。,laiyuan
200218,来源为豆科山蚂蝗属植物假地豆Desmodium heterocarpum （L.） DC.，以全株入药。夏、秋采收，洗净，晒干。,laiyuan
200219,来源药材基源：为爵应酬科植物钩粉草的根。,laiyuan
200220,来源为茜草科植物九节的根。,laiyuan
200221,来源药材基源：为双子叶植物药茜草科植物九节的嫩枝及叶。,laiyuan
200222,来源为罂粟科植物黑水罂粟的全草及未成热的果实。秋季采收全草，果实在未发黄时摘下，晒干。,laiyuan
200223,来源药材基源：为桃金娘科植物轮叶蒲桃的根。,laiyuan
200224,来源蓼科大黄属植物华北大黄Rheum franzenbachii Munt.，以根入药。春秋采挖根部，除去茎叶，洗净切片晒干。,laiyuan
200225,来源药材基源：为蓼科植物波叶大黄的根及根茎。,laiyuan
200226,来源为蓼科植物波叶大黄的根及根茎。春、秋采挖，切片，晒干。,laiyuan
200227,来源旋花科番薯属植物山土瓜Ipomoea hungaiensis Lingelsh. et Borza，以块根入药。秋季采挖，洗净，切片，晒干。,laiyuan
200228,来源为茜草科九节属植物九节Psychotria rubra （Lour.）Poir.，以根、叶入药。全年采集，鲜用或洗净切片晒干。,laiyuan
200229,来源为芸香科植物山小橘的根及叶。全年可采。洗净晒干。,laiyuan
200230,来源药材基源：为桃金娘科植物华夏子楝树的根或叶。,laiyuan
200231,来源药材基源：为西番莲科植物山峰西番莲的根。,laiyuan
200232,来源为兰科植物杜鹃兰、独蒜兰等的假球茎。5～6月挖职假球茎；除去茎叶、须根，洗净，晒干。,laiyuan
200233,来源为姜科植物和山姜的根茎或全草。在栽种2～3年后的3～4月采挖，洗净，晒干。,laiyuan
200234,来源为豆科植物山扁豆的全株。夏、秋采收全株，晒干或焙干。,laiyuan
200235,来源药材基源：为毛茛科植物山木通的根。,laiyuan
200236,来源杨柳科山杨树皮Populus davidiana Dode，以树皮入药。,laiyuan
200237,来源药材基源：为小檗科植物黑小檗的果实。,laiyuan
200238,来源药材基源：为卫矛科植物疏花杜仲的根及树皮。,laiyuan
200239,来源药材基源：为杨柳科植物细序柳的树皮。,laiyuan
200240,来源为海桐花科植物光叶海桐的种子。秋后采摘果实，晒干，击破果壳，取出种仁再晒干。,laiyuan
200241,来源药材基源：为蹄盖蕨科植物长江蹄盖蕨的全草。,laiyuan
200242,来源为冬青科植物山枇杷的果实。夏，秋间采集。,laiyuan
200243,来源药材基源：为远志科植物曲江远志或大叶金牛的全草。,laiyuan
200244,来源为兰科植物卷瓣兰的全草。全年可采。,laiyuan
200245,来源药材基源：为旋花科植物白鹤藤的茎叶。,laiyuan
200246,来源药材基源：为大戟科植物山柑算盘子的枝叶。,laiyuan
200247,来源药材基源：为冬青科植物长梗冬青的叶和枝叶。,laiyuan
200248,来源为菊科植物山柳菊的全草、根。夏秋采收，洗净泥土，多为鲜用，或晒干。,laiyuan
200249,来源为姜科植物山柰的根茎。12月至次年3月间，地上茎枯萎时，挖取二年生的根茎，洗去泥土，横切成片。用硫黄烟熏1天后，铺在竹席上晒干。切忌火烘，否则变成黑色，缺乏香气。,laiyuan
200250,来源为大戟科植物一叶荻的嫩枝叶及根。嫩枝叶，春末至秋末均可采收，割取连叶的绿色嫩枝，扎成小把，阴干；根全年可采，除去泥沙，洗净，切片晒干。,laiyuan
200251,来源药材基源：为山柳科植物华东山柳的根。,laiyuan
200252,来源药材基源：为樟科植物毛桂的树皮。,laiyuan
200253,来源远志科植物长毛远志的根、叶或树皮。,laiyuan
200254,来源为大戟科植物尼泊尔野桐的根或树皮。秋季采收。,laiyuan
200255,来源虎耳草科山梅花属植物毛叶山梅花Philadelphus henryi Koehne，以茎、叶入药。夏秋采集，晒干或鲜用。,laiyuan
200256,来源为桔梗种植物山梗菜的根或带根全草。夏、秋季采挖。除去泥土，晒干。,laiyuan
200257,来源豆科山棘豆Oxytropis oxyphylla DC.，以全草入药。,laiyuan
200258,来源药材基源：为毛茛科植物山木通的根、茎、叶。,laiyuan
200259,来源为桃盆娘科植物桃金娘的根。全年可采，鲜用或晒干。,laiyuan
200260,来源为桃金娘科植物桃金娘的果实。秋季采取成熟的果实，晒干。,laiyuan
200261,来源药材基源：为大戟科植物叶底珠的嫩枝叶或根。,laiyuan
200262,来源为芸香科植物大叶花椒的根。,laiyuan
200263,来源为荨麻科植物山椒草的全草。夏、秋采收。,laiyuan
200264,来源药材基源：为蔷薇科植物山里红或野山楂等的木材。,laiyuan
200265,来源药材基源：为唇形科植物鸡脚参的根。,laiyuan
200266,"来源为蔷薇科植物山楂或野山楂的果实。秋季果实成熟时采摘。山楂采得后，横切成厚1.5～3毫米的薄片，立即晒干。野山楂采得后，晒干即可，或压成饼状后再晒干。商品山楂片称为""北山楂""；野山楂称为""南山楂""。",laiyuan
200267,来源药材基源：为芸香科植物山橘Fortunella hindsii （Champ.）Swingle的叶。,laiyuan
200268,来源兰科独蒜兰属植物瓶状独蒜兰Pleione bulbocodioides （Franch.）Rolfe和滇独蒜兰P. yunnanensis Rolfe[P. chiwuana Tang et Wang]，以假球茎入药。4月挖取假球茎，除去地上枯茎基鳞叶、须根，洗净泥土，煮至透心，晾至半干后再晒干。,laiyuan
200269,来源芸香科山橘Fortunella hindsii （champ.）Swingle，以根、果实入药。,laiyuan
200270,来源樟科山橿Lindera reflexa Hemsl.，以根入药。,laiyuan
200271,来源药材基源：为樟科植物山橿的根或根皮。,laiyuan
200272,来源为夹竹桃科植物山橙的果实。秋季果实成熟时采收，晒干。,laiyuan
200273,来源木犀科山沉香Syringa pinnatifolia Hemsl.，以根入药。,laiyuan
200274,来源药材基源：为漆树科植物小漆树的根、叶。,laiyuan
200275,来源苔藓类曲尾藓科山毛藓属植物山毛藓Oreas martiana （Hopp. et Hornsch.）Brid.，以全草入药。四季可采，阴干用。,laiyuan
200276,来源药材基源：为秋海棠科植物云南秋海棠的根、全草或果实。,laiyuan
200277,来源药材基源：为莎草科植物褐穗飘拂草的全草。,laiyuan
200278,来源药材基源：为桔梗科植物羊乳的根。,laiyuan
200279,来源药材基源：为菊科植物乌苏里风毛菊的根。,laiyuan
200280,来源瑞香科一把香Wikstroemia dolichantha Diels，以根入药。,laiyuan
200281,来源药材基源：为葡萄科植物七叶崖爬藤，攀援灌木。茎藤棕黑色，表面有黄色腺点，韧皮纤维长而结实，可成束撕开；小枝红色，无毛，有多数白色皮孔；卷须粗壮，与叶对生，单一或分枝。叶为鸟趾状复叶；7小叶，总叶柄长约6.5cm，疏被皮孔；中央小叶狭椭圆形，长达15cm，宽约3.7cm，先端渐尖，基部楔形，边缘有带尖头的锯齿，中脉在表面成沟状，背面突起，小叶柄长达1.5cm；侧生小叶较小，稍贪斜，长约6cm，宽约3.5cm，小叶柄长约5mm；两面无毛。花单性或杂性，聚伞花序腋生，长5.5-7.5cm，分枝成伞形状，近无花梗，被微柔毛；雌花萼片无毛，边缘波状，有睫毛；花瓣4，黄绿色，长圆形，无毛；雄蕊4，花丝线状，花药不育；花盘与子房贴生；子房扁球形，顶部有4裂的柱头。浆果球形，直径约1cm，熟时棕红色。,laiyuan
200282,来源药材基源：为瓶尔小草科植物尖头瓶尔小草、钝头瓶尔小草、一支箭、狭叶瓶尔小草及心脏叶瓶尔小草的带根全草。,laiyuan
200283,来源药材基源：为防已科植物一文钱的根或茎。,laiyuan
200284,来源药材基源：为水龙骨科植物攀援星蕨的全草。,laiyuan
